Row	oligodendrocytes	microglia	pyramidal_CA1	interneurons	pyramidal_SS	astrocytes_ependymal	endothelial_mural
Gpr37	1	0	0	0	0	0	0
Gpr39	0	0	1	0	0	0	0
Gpr4	0	0	0	0	0	0	1
Gpr45	0	0	1	0	0	0	0
Gpr62	1	0	0	0	0	0	0
Gpr63	0	0	1	0	0	0	0
Gpr64	0	0	1	0	0	0	0
Gpr65	0	1	0	0	0	0	0
Gpr88	0	0	0	0	1	0	0
Gpr98	0	0	0	0	0	1	0
Gpx3	0	1	0	0	0	0	0
Gpx7	0	0	0	0	0	0	1
Gramd1c	0	0	0	0	0	1	0
Grasp	0	0	1	0	0	0	0
Grb14	1	0	0	0	0	0	0
Grem1	0	0	1	0	0	0	0
Grhpr	1	0	0	0	0	0	0
Gria4	0	0	0	1	0	0	0
Grid1	0	0	1	0	0	0	0
Grik1	0	0	0	1	0	0	0
Grik2	0	0	0	1	0	0	0
Grik3	0	0	0	0	1	0	0
Grin2a	0	0	1	0	0	0	0
Grina	0	0	1	0	0	0	0
Grip1	0	0	0	1	0	0	0
Grk5	0	0	0	0	0	0	1
Grm2	0	0	0	0	1	0	0
Grm8	0	0	0	0	1	0	0
Grn	0	1	0	0	0	0	0
Grpr	0	0	0	1	0	0	0
Gse1	0	0	1	0	0	0	0
Gsg1l	0	0	0	0	1	0	0
Gsn	1	0	0	0	0	0	0
Gss	1	0	0	0	0	0	0
Gstm3	0	0	0	0	0	1	0
Gstm6	0	0	1	0	0	0	0
Gstp1	1	0	0	0	0	0	0
Gstt1	0	0	0	0	0	1	0
Gtdc1	0	0	0	0	1	0	0
Gucd1	0	0	0	0	0	0	1
Gucy1b3	0	0	0	0	0	0	1
Gucy2e	0	0	0	0	0	1	0
Gucy2g	0	0	0	0	1	0	0
Gyg	1	0	0	0	0	0	0
Gyk	0	0	0	0	0	1	0
Gys1	0	0	0	0	0	1	0
H2-Aa	0	1	0	0	0	0	0
H2-DMa	0	0	1	0	0	0	0
H2-Q10	0	1	0	0	0	0	0
H2-Q2	0	1	0	0	0	0	0
H2-Q4	0	0	0	0	0	0	1
H2-T24	0	0	0	0	0	0	1
H2-T9	0	0	0	0	0	0	1
H2afv	0	0	0	0	0	1	0
Hadhb	0	0	0	0	0	1	0
Has3	0	0	1	0	0	0	0
Haus3	1	0	0	0	0	0	0
Haus5	1	0	0	0	0	0	0
Havcr2	0	1	0	0	0	0	0
Hba-a2_loc1	0	0	0	0	0	0	1
Hba-a2_loc2	0	0	0	0	0	0	1
Hbb-bs	0	0	0	0	0	0	1
Hbq1a	0	0	0	0	1	0	0
Hbq1b	0	0	0	0	1	0	0
Hck	0	1	0	0	0	0	0
Hcls1	0	1	0	0	0	0	0
Hcn2	1	0	0	0	0	0	0
Hdac6	0	0	0	1	0	0	0
Hdac8	0	0	0	0	0	1	0
Hdac9	0	0	0	1	0	0	0
Hdc	0	0	0	0	0	1	0
Hdgfrp3	0	0	0	1	0	0	0
Hectd2	0	0	1	0	0	0	0
Heg1	0	0	0	0	0	0	1
Heph	0	0	0	0	0	1	0
Hexa	0	1	0	0	0	0	0
Hexb	0	1	0	0	0	0	0
Hexim2	0	0	0	1	0	0	0
Hey1	0	0	0	0	0	1	0
Hif3a	0	0	0	0	0	1	0
Hilpda	0	0	0	0	0	0	1
Hint3	1	0	0	0	0	0	0
Hip1r	1	0	0	0	0	0	0
Hipk1	0	0	0	0	0	1	0
Hipk2	1	0	0	0	0	0	0
Hipk3	0	0	0	0	0	0	1
Hist1h1d	0	0	0	0	0	1	0
Hist1h2ae	0	1	0	0	0	0	0
Hist1h2be	1	0	0	0	0	0	0
Hist1h2bh	1	0	0	0	0	0	0
Hist1h2bm	0	0	0	0	0	1	0
Hist1h2bn	1	0	0	0	0	0	0
Hist1h3i	0	1	0	0	0	0	0
Hist1h4b	0	0	0	0	0	1	0
Hist1h4j	0	0	0	0	0	1	0
Hist1h4n_loc1	0	0	0	0	0	1	0
Hist2h2bb	0	1	0	0	0	0	0
Hist2h3c2	0	0	0	0	0	1	0
Hist4h4	0	0	0	0	0	0	1
Hk2	0	1	0	0	0	0	0
Hk3	0	1	0	0	0	0	0
Hkdc1	0	0	0	0	1	0	0
Hmbox1	0	0	0	0	0	0	1
Hmcn1	0	0	0	0	0	0	1
Hmga1-rs1	0	0	0	1	0	0	0
Hmga2	0	0	0	0	0	1	0
Hmgb3	0	0	0	1	0	0	0
Hmgcll1	0	0	0	1	0	0	0
Hmgcs1	1	0	0	0	0	0	0
Hmgcs2	0	0	0	0	0	0	1
Hmgn1	0	0	0	0	0	1	0
Hmha1	0	1	0	0	0	0	0
Hmox1	0	1	0	0	0	0	0
Hn1l	1	0	0	0	0	0	0
Hpgd	0	1	0	0	0	0	0
Hpgds	0	1	0	0	0	0	0
Hps3	0	1	0	0	0	0	0
Hrasls	0	0	0	0	0	1	0
Hrh2	0	0	0	1	0	0	0
Hs3st1	1	0	0	0	0	0	0
Hs3st2	0	0	0	0	1	0	0
Hs6st3	0	0	1	0	0	0	0
Hsd11b1	0	0	0	0	0	1	0
Hsd17b10	1	0	0	0	0	0	0
Hsd17b12	1	0	0	0	0	0	0
Hsd17b7	1	0	0	0	0	0	0
Hsdl2	0	0	0	0	0	1	0
Hsp90aa1	0	0	0	0	0	1	0
Hspa12b	0	0	0	0	0	0	1
Hspa2	0	0	0	0	0	1	0
Hspb2	0	0	0	0	0	0	1
Hspb6	0	0	0	0	0	1	0
Htr1b	0	0	0	0	0	1	0
Htr1f	0	0	0	0	1	0	0
Htr2a	0	0	0	0	1	0	0
Htr2c	0	0	0	1	0	0	0
Htr3a	0	0	0	1	0	0	0
Htr4	0	0	1	0	0	0	0
Htr5a	0	0	0	1	0	0	0
Htr5b	0	0	1	0	0	0	0
Htra1	0	0	0	0	0	1	0
Hunk	0	0	1	0	0	0	0
Hvcn1	0	1	0	0	0	0	0
Hydin	0	0	0	0	0	1	0
Icam2	0	0	0	0	0	0	1
Ick	1	0	0	0	0	0	0
Ido2	0	0	1	0	0	0	0
Ier5	0	1	0	0	0	0	0
Ier5l	0	0	0	0	0	0	1
Iffo2	0	0	0	0	0	1	0
Ifi202b	0	1	0	0	0	0	0
Ifi203	0	1	0	0	0	0	0
Ifi204	0	1	0	0	0	0	0
Ifi27l2a	0	1	0	0	0	0	0
Ifit1	0	0	0	0	0	0	1
Ifit3	0	0	0	0	0	1	0
Ifnar1	0	0	0	0	0	0	1
Ifngr2	0	0	1	0	0	0	0
Igbp1b	0	0	1	0	0	0	0
Igdcc4	0	0	0	0	0	1	0
Igf1r	0	0	0	0	0	0	1
Igf2	0	0	0	0	0	1	0
Igfbp3	0	0	0	0	0	0	1
Iglon5	0	0	0	1	0	0	0
Igsf10	0	0	0	1	0	0	0
Igsf21	0	0	0	0	1	0	0
Igsf3	0	0	0	1	0	0	0
Igsf6	0	1	0	0	0	0	0
Igsf9	0	0	0	0	1	0	0
Iigp1	0	0	0	0	0	0	1
Ikzf1	0	1	0	0	0	0	0
Il10ra	0	1	0	0	0	0	0
Il12a	0	0	0	0	1	0	0
Il12rb1	1	0	0	0	0	0	0
Il16	0	1	0	0	0	0	0
Il17rc	0	0	0	0	0	1	0
Il18bp	0	1	0	0	0	0	0
Il1a	0	1	0	0	0	0	0
Il1b	0	1	0	0	0	0	0
Il1r1	0	0	0	0	0	0	1
Il1rap	1	0	0	0	0	0	0
Il1rapl1	0	0	0	0	1	0	0
Il1rapl2	0	0	0	0	1	0	0
Il23a	1	0	0	0	0	0	0
Il2rg	0	0	0	0	0	0	1
Il33	0	0	0	0	0	1	0
Il34	0	0	0	0	0	0	1
Il4ra	0	1	0	0	0	0	0
Ildr2	0	0	0	0	1	0	0
Ilvbl	1	0	0	0	0	0	0
Impact	0	0	0	1	0	0	0
Inadl_loc1	0	0	0	1	0	0	0
Inpp1	0	0	0	0	0	0	1
Inpp5d	0	1	0	0	0	0	0
Insl5	0	0	1	0	0	0	0
Insr	0	0	0	0	0	0	1
Intu	0	0	0	0	0	1	0
Ipcef1	0	0	0	0	1	0	0
Iqca	0	0	0	0	0	1	0
Iqcd	0	0	0	0	0	1	0
Iqcg	0	0	0	0	0	1	0
Iqck	0	0	0	0	0	1	0
Iqub	0	0	0	0	0	1	0
Irak1bp1	0	0	1	0	0	0	0
Irak3	0	0	0	0	0	1	0
Irak4	0	1	0	0	0	0	0
Irf5	0	1	0	0	0	0	0
Irf8	0	1	0	0	0	0	0
Irf9	0	0	0	0	0	0	1
Islr2	0	0	0	0	1	0	0
Isoc1	0	0	0	1	0	0	0
Isoc2a	0	0	0	0	0	1	0
Isyna1	0	0	0	0	0	0	1
Itga10	0	0	0	0	0	0	1
Itga3	0	0	0	1	0	0	0
Itga8	0	0	0	0	0	0	1
Itgad	1	0	0	0	0	0	0
Itgam	0	1	0	0	0	0	0
Itgb2	0	1	0	0	0	0	0
Itgbl1	0	0	1	0	0	0	0
Itm2a	0	0	0	0	0	0	1
Itpr3	0	0	0	0	0	0	1
Itprip	0	0	0	0	0	0	1
Itsn1	0	1	0	0	0	0	0
Ivd	0	0	0	0	0	1	0
Jmjd1c	0	1	0	0	0	0	0
Josd1	0	0	0	0	1	0	0
Josd2	1	0	0	0	0	0	0
Jph1	0	0	1	0	0	0	0
Jph4	0	0	1	0	0	0	0
Jund	0	0	0	0	0	1	0
Kank3	0	0	0	0	0	0	1
Kank4	0	0	0	0	0	0	1
Kat2b	1	0	0	0	0	0	0
Katnal2	0	0	0	0	0	1	0
Kazald1	0	0	0	0	1	0	0
Kbtbd11	0	0	1	0	0	0	0
Kcna1	1	0	0	0	0	0	0
Kcna3	0	0	0	1	0	0	0
Kcna4	0	0	1	0	0	0	0
Kcnb2	0	0	1	0	0	0	0
Kcnc1	0	0	0	1	0	0	0
Kcnd3	0	0	0	1	0	0	0
Kcne3	0	0	0	0	0	0	1
Kcng2	0	0	1	0	0	0	0
Kcng4	0	0	0	0	0	1	0
Kcnh1	0	0	0	0	1	0	0
Kcnh2	0	0	0	1	0	0	0
Kcnh4	0	0	0	0	1	0	0
Kcnh5	0	0	0	0	1	0	0
Kcnh7	0	0	0	0	1	0	0
Kcnip1	0	0	0	1	0	0	0
Kcnj11	0	0	0	0	1	0	0
Kcnj9	0	0	0	0	1	0	0
Kcnk4	0	0	0	0	1	0	0
Kcnmb2	0	0	0	1	0	0	0
Kcnq1	0	0	0	0	0	0	1
Kcnq3	0	0	1	0	0	0	0
Kcns1	0	0	0	0	1	0	0
Kcnt1	0	0	0	0	1	0	0
Kcnt2	0	0	0	0	1	0	0
Kcp	0	0	0	0	0	0	1
Kctd10	0	0	0	0	0	0	1
Kctd13	1	0	0	0	0	0	0
Kctd16	0	0	0	0	0	0	1
Kctd6	0	0	0	1	0	0	0
Kctd8	0	0	0	1	0	0	0
Kdm2b	0	1	0	0	0	0	0
Kdr	0	0	0	0	0	0	1
Khk	0	1	0	0	0	0	0
Kif13a	1	0	0	0	0	0	0
Kif13b	1	0	0	0	0	0	0
Kif19a	1	0	0	0	0	0	0
Kif23	0	0	0	0	0	0	1
Kif26a	0	0	0	0	0	0	1
Kif26b	0	0	0	0	0	1	0
Kif27	0	0	0	0	0	1	0
Kif5b	0	0	0	0	0	0	1
Kif6	0	0	0	0	0	1	0
Kif9	0	0	0	0	0	1	0
Kifc2	0	0	0	0	1	0	0
Kifc5b	0	0	0	0	0	1	0
Kirrel	0	0	0	0	0	0	1
Kitl	0	0	0	0	0	0	1
Kl	0	0	0	0	0	1	0
Klf11	0	0	0	0	0	0	1
Klf16	0	0	1	0	0	0	0
Klf3	0	0	0	0	0	0	1
Klhdc2	0	0	0	1	0	0	0
Klhdc8a	0	0	0	0	1	0	0
Klhdc9	0	0	0	0	0	1	0
Klhl1	0	0	0	0	1	0	0
Klhl2	1	0	0	0	0	0	0
Klhl22	0	0	1	0	0	0	0
Klhl29	0	0	0	1	0	0	0
Klhl3	0	0	1	0	0	0	0
Klhl32	0	0	0	1	0	0	0
Klhl40	0	0	0	0	1	0	0
Klhl5	0	0	0	0	0	0	1
Klk6	1	0	0	0	0	0	0
Klk7	0	0	1	0	0	0	0
Klkb1	0	0	0	0	0	1	0
Kndc1	1	0	0	0	0	0	0
Krcc1	1	0	0	0	0	0	0
Kremen1	0	0	0	0	0	1	0
Krt12	0	0	0	0	1	0	0
Krt15	0	0	0	0	0	1	0
Krt2	0	0	1	0	0	0	0
Krt222	0	0	0	0	1	0	0
Krt73	0	0	0	1	0	0	0
Krt79	0	0	1	0	0	0	0
Ksr1	0	0	1	0	0	0	0
L2hgdh	0	0	0	0	0	1	0
LOC100861978_loc3	0	0	0	0	1	0	0
LOC100861978_loc4	0	0	0	0	1	0	0
Lair1	0	1	0	0	0	0	0
Lama3	0	0	0	0	0	1	0
Lamb1	0	0	0	0	0	0	1
Lancl3	0	0	0	1	0	0	0
Laptm4a	0	0	0	0	0	1	0
Laptm5	0	1	0	0	0	0	0
Lars2	0	0	0	0	1	0	0
Lat2	0	1	0	0	0	0	0
Lats2	0	0	0	0	0	0	1
Layn	0	0	0	0	0	0	1
Lbp	0	0	0	0	0	1	0
Lca5	0	0	0	0	0	1	0
Lcorl	1	0	0	0	0	0	0
Lcp1	0	1	0	0	0	0	0
Lcp2	0	1	0	0	0	0	0
Lct	0	0	1	0	0	0	0
Ldb3	0	0	0	0	0	0	1
Ldoc1	0	0	0	1	0	0	0
Lect1	0	0	0	0	0	1	0
Lef1	0	0	0	0	0	0	1
Lenep	0	0	1	0	0	0	0
Leprel1	0	1	0	0	0	0	0
Lgals3	0	0	0	0	0	1	0
Lgals8	0	0	0	0	0	0	1
Lgi3	1	0	0	0	0	0	0
Lgi4	0	0	0	0	0	1	0
Lgmn	0	1	0	0	0	0	0
Lgr4	0	0	0	0	0	1	0
Lhfpl3	0	0	0	1	0	0	0
Lhfpl5	0	0	0	1	0	0	0
Lig1	0	0	0	1	0	0	0
Lilra5	0	1	0	0	0	0	0
Lilrb4	0	1	0	0	0	0	0
Limch1	1	0	0	0	0	0	0
Limk1	0	0	0	1	0	0	0
Lingo4	0	0	0	0	0	0	1
Lipg	0	0	0	0	0	0	1
Lipo1	0	0	0	0	0	0	1
Lmbr1l	0	0	0	0	0	0	1
Lmf1	1	0	0	0	0	0	0
Lmna	0	0	0	0	0	0	1
Lmo1	0	0	1	0	0	0	0
Lmo7	0	0	1	0	0	0	0
Lmod1	0	0	0	0	0	0	1
Lnx2	0	0	0	0	0	0	1
Lor	0	0	1	0	0	0	0
Lpcat3	0	0	0	0	0	1	0
Lpcat4	0	0	0	0	1	0	0
Lphn3	0	0	1	0	0	0	0
Lpxn	0	1	0	0	0	0	0
Lrch1	0	0	0	0	0	0	1
Lrfn2	0	0	1	0	0	0	0
Lrguk	0	0	0	0	0	1	0
Lrig1	0	0	0	0	0	1	0
Lrmp	0	1	0	0	0	0	0
Lrp10	0	0	0	0	0	1	0
Lrp12	0	0	0	1	0	0	0
Lrp4	0	0	0	0	0	1	0
Lrp6	0	1	0	0	0	0	0
Lrrc16a	0	0	0	0	0	1	0
Lrrc2	0	0	0	0	0	1	0
Lrrc23	0	0	0	0	0	1	0
Lrrc43	0	0	0	0	0	1	0
Lrrc46	0	0	0	0	0	1	0
Lrrc48	0	0	0	0	0	1	0
Lrrc51	0	0	0	0	0	1	0
Lrrc6	0	0	0	0	0	1	0
Lrrc7	0	0	1	0	0	0	0
Lrrc71	0	0	0	0	0	1	0
Lrrc73	0	0	1	0	0	0	0
Lrrc8a	0	0	0	0	0	1	0
Lrrc8c	0	0	0	0	0	0	1
Lrrc9	0	0	0	0	0	1	0
Lrriq1	0	0	0	0	0	1	0
Lrrk2	0	0	0	0	1	0	0
Lrrn2	0	0	1	0	0	0	0
Lrrn4	0	0	1	0	0	0	0
Lsamp	0	0	0	0	0	1	0
Lsm11	0	0	0	0	1	0	0
Lsm5	1	0	0	0	0	0	0
Lss	1	0	0	0	0	0	0
Lst1	0	1	0	0	0	0	0
Ltbp4	0	0	0	0	0	0	1
Luzp1	0	0	0	0	0	0	1
Luzp2	0	0	0	0	0	1	0
Lxn	0	0	0	0	0	1	0
Ly6c1	0	0	0	0	0	0	1
Ly6c2	0	0	0	0	0	0	1
Ly6f	0	0	0	0	0	0	1
Ly6g6e	0	0	0	0	1	0	0
Ly6g6f	1	0	0	0	0	0	0
Ly75	0	0	0	0	0	0	1
Ly86	0	1	0	0	0	0	0
Ly96	0	1	0	0	0	0	0
Lyl1	0	1	0	0	0	0	0
Lypd1	0	0	1	0	0	0	0
Lypd6	0	0	0	1	0	0	0
Lypla2	0	0	0	0	0	1	0
Lysmd4	0	0	0	1	0	0	0
Lyve1	0	1	0	0	0	0	0
Lyz1	0	1	0	0	0	0	0
Lyz2	0	1	0	0	0	0	0
Lzts2	1	0	0	0	0	0	0
Lzts3	0	0	1	0	0	0	0
Maats1	0	0	0	0	0	1	0
Macf1	0	0	0	0	0	0	1
Maf	0	1	0	0	0	0	0
Mag	1	0	0	0	0	0	0
Mageb16	0	0	1	0	0	0	0
Mageb16-ps1	0	0	1	0	0	0	0
Maged2	0	0	0	1	0	0	0
Magee1	0	0	0	1	0	0	0
Magee2	0	0	1	0	0	0	0
Mageh1	0	0	0	0	0	1	0
Magi1	0	0	0	1	0	0	0
Mak	0	0	0	0	0	1	0
Mal	1	0	0	0	0	0	0
Malat1	1	0	0	0	0	0	0
Maml1	0	1	0	0	0	0	0
Man1c1	0	1	0	0	0	0	0
Man2a1	0	0	0	0	0	0	1
Man2b1	0	1	0	0	0	0	0
Maoa	0	0	0	0	0	0	1
Map10	0	0	0	0	0	1	0
Map3k14	0	1	0	0	0	0	0
Map3k3	0	0	0	0	0	0	1
Map3k7cl	0	0	0	0	0	0	1
Map3k9	0	0	0	1	0	0	0
Map4	0	0	1	0	0	0	0
Map4k2	0	0	0	0	0	0	1
Map6d1	1	0	0	0	0	0	0
Map7	1	0	0	0	0	0	0
Map7d2	0	0	0	1	0	0	0
Mapk11	0	0	0	0	1	0	0
Mapk12	0	0	0	0	1	0	0
Mapk3	1	0	0	0	0	0	0
Mapk8	0	0	0	1	0	0	0
Mapk9	0	0	0	1	0	0	0
Mapkapk2	0	1	0	0	0	0	0
Mapkapk3	0	0	0	0	0	1	0
March2	0	0	0	0	0	1	0
March3	0	0	1	0	0	0	0
March8	1	0	0	0	0	0	0
March9	0	0	0	1	0	0	0
Marcks	0	1	0	0	0	0	0
Marveld1	0	0	0	0	0	0	1
Masp1	1	0	0	0	0	0	0
Masp2	0	1	0	0	0	0	0
Mast3	0	0	1	0	0	0	0
Mat2b	0	0	0	0	1	0	0
Matk	0	0	1	0	0	0	0
Matn2	0	0	1	0	0	0	0
Mb21d1	0	1	0	0	0	0	0
Mbnl1	0	1	0	0	0	0	0
Mbp	1	0	0	0	0	0	0
Mc4r	0	0	1	0	0	0	0
Mcf2	0	0	0	1	0	0	0
Mcfd2	0	1	0	0	0	0	0
Mchr1	0	0	1	0	0	0	0
Mctp1	0	0	0	0	1	0	0
Mdh1b	0	0	0	0	0	1	0
Mdm1	0	0	0	0	0	1	0
Medag	0	0	0	0	1	0	0
Mef2c	0	0	0	0	1	0	0
Meg3	0	0	1	0	0	0	0
Megf11	0	0	1	0	0	0	0
Megf6	0	0	0	0	0	0	1
Megf9	0	0	1	0	0	0	0
Mei4	0	0	1	0	0	0	0
Meig1	0	0	0	0	0	1	0
Melk	0	0	0	0	0	0	1
Mettl20	0	1	0	0	0	0	0
Mettl7a2	0	0	0	0	0	1	0
Mfap3l	0	0	0	0	0	1	0
Mfsd1	0	1	0	0	0	0	0
Mfsd7b	0	0	0	0	0	1	0
Mfsd7c	0	0	0	0	0	0	1
Mgat4c	0	0	0	0	1	0	0
Mgat5b	0	0	0	1	0	0	0
Mgl2	0	1	0	0	0	0	0
Mgst3	0	0	0	0	1	0	0
Mia	0	0	0	0	0	1	0
Miat	0	0	1	0	0	0	0
Mical2	0	0	1	0	0	0	0
Micall1	1	0	0	0	0	0	0
Micu3	0	0	0	1	0	0	0
Mid2	0	0	0	1	0	0	0
Midn	0	0	0	0	0	0	1
Mill2	0	0	0	0	0	0	1
Milr1	0	1	0	0	0	0	0
Mir143hg	0	0	0	0	0	0	1
Mir1897	1	0	0	0	0	0	0
Mir1903	0	1	0	0	0	0	0
Mir218-1	0	0	0	0	1	0	0
Mir22hg	0	0	1	0	0	0	0
Mir692-1	0	1	0	0	0	0	0
Mki67	0	1	0	0	0	0	0
Mkl1	0	0	1	0	0	0	0
Mknk1	0	1	0	0	0	0	0
Mknk2	0	0	0	0	0	0	1
Mks1	0	0	0	0	0	1	0
Mlf1	0	0	0	0	0	1	0
Mlxipl	0	1	0	0	0	0	0
Mme	0	0	0	1	0	0	0
Mmgt2	0	0	0	0	0	1	0
Mmrn2	0	0	0	0	0	0	1
Mnd1	0	0	0	0	0	0	1
Mnda	0	1	0	0	0	0	0
Mns1	0	0	0	0	0	1	0
Mob2	0	0	0	0	0	0	1
Mobp	1	0	0	0	0	0	0
Mocos	0	1	0	0	0	0	0
Mog	1	0	0	0	0	0	0
Mon2	1	0	0	0	0	0	0
Morn1	0	0	0	0	0	1	0
Morn5	0	0	0	0	0	1	0
Mospd1	0	0	0	0	0	0	1
Moxd1	0	0	0	0	0	0	1
Mpc1	1	0	0	0	0	0	0
Mpeg1	0	1	0	0	0	0	0
Mpp1	0	1	0	0	0	0	0
Mpp5	1	0	0	0	0	0	0
Mpp6	0	0	1	0	0	0	0
Mprip	0	0	0	0	0	0	1
Mpst	1	0	0	0	0	0	0
Mpv17l2	0	0	0	0	0	1	0
Mrap2	0	0	0	1	0	0	0
Mrc1	0	1	0	0	0	0	0
Mro	0	0	0	0	0	1	0
Mrvi1	0	0	0	0	0	0	1
Ms4a6b	0	1	0	0	0	0	0
Ms4a6c	0	1	0	0	0	0	0
Ms4a6d	0	1	0	0	0	0	0
Ms4a7	0	1	0	0	0	0	0
Msr1	0	1	0	0	0	0	0
Msra	0	0	1	0	0	0	0
Mst1r	0	0	1	0	0	0	0
Msx1	0	0	0	0	0	1	0
Mtm1	1	0	0	0	0	0	0
Mtmr10	1	0	0	0	0	0	0
Mtr	0	1	0	0	0	0	0
Mtus2	0	0	1	0	0	0	0
Muc1	0	0	0	0	0	1	0
Mum1l1	0	0	0	1	0	0	0
Mustn1	0	0	0	0	0	0	1
Mvk	1	0	0	0	0	0	0
Mxd4	0	0	0	0	0	0	1
Myb	0	0	0	0	0	1	0
Mybl2	0	0	0	0	0	1	0
Mycbp	0	0	0	0	0	1	0
Myct1	0	0	0	0	0	0	1
Myh11	0	0	0	0	0	0	1
Myh13	0	0	0	1	0	0	0
Myh3	0	0	0	0	1	0	0
Myh7	0	0	1	0	0	0	0
Myl12b	0	0	0	0	0	0	1
Myl4	0	0	0	0	1	0	0
Myl9	0	0	0	0	0	0	1
Mylk	0	0	0	0	0	0	1
Myo16	0	0	0	1	0	0	0
Myo1f	0	1	0	0	0	0	0
Myo3b	0	0	0	1	0	0	0
Myo5c	0	0	0	0	0	1	0
Myo7a	0	0	0	0	0	1	0
Myocd	0	0	0	0	0	0	1
Myom1	0	0	0	0	0	0	1
Mypop	0	0	0	1	0	0	0
Myrf	1	0	0	0	0	0	0
Myrip	0	0	0	0	1	0	0
N4bp2	0	0	0	0	0	1	0
N4bp3	0	0	0	0	0	0	1
Naa38	0	0	1	0	0	0	0
Nab1	0	0	0	0	0	0	1
Nacad	1	0	0	0	0	0	0
Nadk2	0	0	0	0	0	1	0
Nagpa	0	1	0	0	0	0	0
Nalcn	0	0	0	1	0	0	0
Nampt	0	0	0	0	0	0	1
Nap1l3	0	0	0	1	0	0	0
Nap1l5	0	0	0	1	0	0	0
Napg	0	0	1	0	0	0	0
Nasp	0	0	0	0	0	0	1
Nat14	0	0	1	0	0	0	0
Nat6	0	0	0	0	0	1	0
Nat8	0	0	0	0	0	1	0
Nbea	0	0	1	0	0	0	0
Ncan	0	0	0	0	0	1	0
Ncf1	0	1	0	0	0	0	0
Ncf2	0	1	0	0	0	0	0
Ncf4	0	1	0	0	0	0	0
Nckap1	0	0	1	0	0	0	0
Nckap1l	0	1	0	0	0	0	0
Nckap5	0	0	0	0	0	1	0
Ncoa3	0	1	0	0	0	0	0
Ncoa7	0	0	1	0	0	0	0
Ndst2	0	1	0	0	0	0	0
Ndst3	0	0	1	0	0	0	0
Ndst4	0	0	1	0	0	0	0
Neb	0	0	0	1	0	0	0
Nebl	0	0	0	0	0	0	1
Necab1	0	0	0	1	0	0	0
Necab2	0	0	0	1	0	0	0
Necab3	0	0	0	0	1	0	0
Nedd4l	0	0	1	0	0	0	0
Negr1	0	0	0	0	1	0	0
Nek11	0	0	0	0	0	1	0
Nek3	1	0	0	0	0	0	0
Nek5	0	0	0	0	0	1	0
Neto1	0	0	0	1	0	0	0
Neu2	0	0	0	0	1	0	0
Nexn	0	0	0	0	0	0	1
Nfam1	0	1	0	0	0	0	0
Nfasc	1	0	0	0	0	0	0
Nfatc2	0	1	0	0	0	0	0
Nfe2l3	1	0	0	0	0	0	0
Nfkbid	0	1	0	0	0	0	0
Nfxl1	0	1	0	0	0	0	0
Ngf	0	0	0	1	0	0	0
Nhlrc3	0	1	0	0	0	0	0
Nim1	0	0	0	0	0	1	0
Nin	0	0	0	0	0	1	0
Ninj1	0	1	0	0	0	0	0
Ninj2	1	0	0	0	0	0	0
Nipa1	1	0	0	0	0	0	0
Nipal2	0	0	0	0	0	1	0
Nipal4	1	0	0	0	0	0	0
Nipsnap3b	1	0	0	0	0	0	0
Nkain1	1	0	0	0	0	0	0
Nkain2	1	0	0	0	0	0	0
Nkiras1	0	0	0	0	1	0	0
Nkrf	0	0	0	1	0	0	0
Nkx2-2os	1	0	0	0	0	0	0
Nkx3-1	0	0	0	0	1	0	0
Nkx6-2	1	0	0	0	0	0	0
Nlgn1	0	0	1	0	0	0	0
Nlrp3	0	1	0	0	0	0	0
Nmb	0	0	0	0	0	1	0
Nme1	0	0	0	0	1	0	0
Nme5	0	0	0	0	0	1	0
Nmi	0	0	0	0	0	0	1
Nmnat3	0	0	0	0	1	0	0
Nmral1	1	0	0	0	0	0	0
Nnmt	0	0	0	1	0	0	0
Nnt	0	1	0	0	0	0	0
Nomo1	0	0	0	0	0	0	1
Nos1	0	0	1	0	0	0	0
Nos1ap	0	0	1	0	0	0	0
Nostrin	0	0	0	0	0	0	1
Noxo1	0	0	0	0	0	0	1
Npas1	0	0	0	1	0	0	0
Npas2	0	0	1	0	0	0	0
Npbwr1	0	0	1	0	0	0	0
Npdc1	0	0	1	0	0	0	0
Nphp1	0	0	0	0	0	1	0
Nphp4	0	0	1	0	0	0	0
Nphs1	0	0	0	0	0	1	0
Npl	0	1	0	0	0	0	0
Npnt	0	0	0	0	1	0	0
Nppc	0	0	0	0	0	1	0
Npr3	0	0	1	0	0	0	0
Npsr1	1	0	0	0	0	0	0
Npy	0	0	0	1	0	0	0
Nr1d1	0	0	0	0	0	1	0
Nr4a2	0	0	1	0	0	0	0
Nrbp2	1	0	0	0	0	0	0
Nrip1	0	0	1	0	0	0	0
Nrip2	0	0	0	0	0	0	1
Nrip3	0	0	0	1	0	0	0
Nrp	0	0	0	0	0	1	0
Nrros	0	1	0	0	0	0	0
Nrtn	0	0	0	1	0	0	0
Nsun7	0	0	1	0	0	0	0
Nt5e	1	0	0	0	0	0	0
Nthl1	0	0	0	0	0	1	0
Ntn3	0	0	1	0	0	0	0
Ntn5	0	0	0	0	1	0	0
Ntng1	0	0	1	0	0	0	0
Ntsr1	0	0	0	0	1	0	0
Ntsr2	0	0	0	0	0	1	0
Nuak2	0	1	0	0	0	0	0
Nudc	0	0	0	0	0	1	0
Nudt1	1	0	0	0	0	0	0
